"num","text","favorited","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","retweeted","longitude","latitude"
501,"RT @Minnici_mermaid: I have a weird craving for rum and coffee.",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","makjenkiiiies",1,FALSE,NA,NA
502,"@LensInkMouse Yay! :D Also, read Mr Hughes's bio thing and see if you can spot the funny XD",FALSE,"LensInkMouse","8/9/2013 2:36",FALSE,3.65576e+17,3.65663e+17,1595691014,"web","Death_by_coffee",0,FALSE,NA,NA
503,"Yet again I substituted coffee for water, and yet again, I'm extremely dehydrated. Will I ever learn? #caffeineaddict",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","MareeBDwire",0,FALSE,NA,NA
504,"If I put vodka in my coffee am I weird?",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrnkTanPrincess",0,FALSE,NA,NA
505,"@Minnici_mermaid You have just inspired me. I'm going to take my white girl iced coffee addiction and make it even better. I love you",FALSE,"Minnici_mermaid","8/9/2013 2:36",FALSE,3.65662e+17,3.65663e+17,448111170,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","makjenkiiiies",0,FALSE,NA,NA
506,"@BenJerrysTruck OH MY! Blueback Square! Bring this bish some of that Coffee Caramel Buzz, yummaaaay #icecreamflow #weha",FALSE,"BenJerrysTruck","8/9/2013 2:36",FALSE,3.65498e+17,3.65663e+17,143558957,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CateMichaela",0,FALSE,NA,NA
507,"@Alice_fromearth but we hate coffee! I'd take some tea thank you?",FALSE,"Alice_fromearth","8/9/2013 2:36",FALSE,3.65663e+17,3.65663e+17,57452657,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>","alexandrdaoud",0,FALSE,NA,NA
508,"Think they should skip Newtown...Outrage Over Gun Rights Event at Newtown Starbucks http://t.co/6l3tTXz4Yu via @nbcconnecticut",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","czucca",0,FALSE,NA,NA
509,"Twizzlers, coffee, and GG",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ashley_wade_",0,FALSE,NA,NA
510,"@AshleyM520 lol- gotta have my coffee in the am.",FALSE,"AshleyM520","8/9/2013 2:36",FALSE,3.65662e+17,3.65663e+17,1332823507,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SalSiliezar",0,FALSE,NA,NA
511,"Costa needs to open right now I want a coffee #not #slept #dead",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessikah96",0,FALSE,NA,NA
512,"I had coffee at 11am and I feel like I'm still feeling it... Wtf I can't fall asleep",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JillCori",0,FALSE,NA,NA
513,"Coffee ice cream is a beautiful flawless cherub in the form of a frozen dairy product",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","niallhoodie",0,FALSE,NA,NA
514,"I just used #Shazam to tag Superman by Black Coffee. http://t.co/ddqasF5cwp",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://itunes.apple.com/us/app/shazam/id284993459?mt=8&uo=4"" rel=""nofollow"">Shazam on iOS</a>","nigerin",0,FALSE,NA,NA
515,"Shape of my heart ? Coffee shop ? When I was your man ? Summertime ? Lego house ? Trouble maker",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://echofon.com"" rel=""nofollow""><U+0395>ch<U+03BF>fon</a>","fadilafmn",0,FALSE,NA,NA
516,"And I got it!! Coffee ice cube tray acquired - thanks to jp_pre :) http://t.co/9WzB3Xl8W3",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","jelenasaurus",0,FALSE,NA,NA
517,"@serafeeenaaa we should go grab coffee sometime !",FALSE,"serafeeenaaa","8/9/2013 2:36",FALSE,3.65524e+17,3.65663e+17,51142241,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JenJen_Bunny",0,FALSE,NA,NA
518,"I guess imma go grab me some breakfast and coffee and watch the l word .",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x___helenia",0,FALSE,NA,NA
519,"Maybe I will two-tone it? Shabby chic coffee table http://t.co/4L8NBRoFJl",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>","lorrhudson",0,FALSE,NA,NA
520,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_dreen",1600,FALSE,NA,NA
521,"OOTD. #nosleep #coffee #McCafe #lovekoto #pink #fresh #asian #gay http://t.co/JM14IvNI9V",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","BonPenaranda",0,FALSE,NA,NA
522,"Coffee is just hitting the spot tonight",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kierstin_prater",1,FALSE,NA,NA
523,"@trevorhale my boss did today! I was like really? I like good coffee &amp; this is actually good NO.",FALSE,"trevorhale","8/9/2013 2:36",FALSE,3.65662e+17,3.65663e+17,20834045,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeniferleee",0,FALSE,NA,NA
524,"A sandwich bite, a coffee sip and a good @ecomso read on entrepreneurship and start-ups ;10",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://gremln.com"" rel=""nofollow"">Gremln</a>","yfomso",0,FALSE,NA,NA
525,"No coffee for 6 days left me fatigue and headache-ridden",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tylerwvlker",0,FALSE,NA,NA
526,"A sandwich bite, a coffee sip and a good @ecomso read :: entrepreneurship and start-ups ;10",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://gremln.com"" rel=""nofollow"">Gremln</a>","yfomso",0,FALSE,NA,NA
527,"@jazzyandclassy lol yeah y'all be drinking the shit out of that coffee",FALSE,"jazzyandclassy","8/9/2013 2:36",FALSE,3.65661e+17,3.65663e+17,313694166,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lowediggity",0,FALSE,NA,NA
528,"FREE COFFEE!! That is all.... From @Coffeedirect and @Saving4five http:http://t.co/nBnZ3BZ8W3",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://giveawaytools.com"" rel=""nofollow"">Giveaway Tools Confirmation</a>","YouMeandRemy",0,FALSE,NA,NA
529,"Coffee doesn't agree with me ever",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenna_wats0n",0,FALSE,NA,NA
530,"Time for a coffee break, and a quick @ecomso read on entrepreneurship and startups. ;10",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://gremln.com"" rel=""nofollow"">Gremln</a>","xwomso",0,FALSE,NA,NA
531,"I Love Starbucks. and Coffee. and Jesus.",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"web","JDHoogendoorn",0,FALSE,NA,NA
532,"Now I have decided the kitchen is too slug/beetle infested to make me stay in it long enough to make coffee in the dark..",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"web","jemmagilder",0,FALSE,NA,NA
533,"Mornings coffee .",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BashairAldosari",0,FALSE,NA,NA
534,"hahaha you can see three mugs on my bedside table i drink lots of coffee/hot chocolate kk",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"web","crvcial",0,FALSE,NA,NA
535,"It will be. Someday haha RT @niasilvanaa Hmm kapan ya giliran kita ? Wakak @fdzradila: #np Landon Pigg - Falling In Love At A Coffee Shop",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume?for?Android</a>","fdzradila",0,FALSE,NA,NA
536,"i love getting coffee with bri she's literally my coffee date all the time",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"web","ashidanza",0,FALSE,NA,NA
537,"Gonna have to make a Pot of Coffee..this game being on West Coast time is killing me man.",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"web","JAZY_JA22",0,FALSE,NA,NA
538,"RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","GoodNightPunk",42,FALSE,NA,NA
539,"I spilt my coffee this morning on my white shorts... THANKS OBAMA.",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Taylormarie212",0,FALSE,NA,NA
540,"Watching #BarneyMiller on TV. Still lol about nick's coffee jokes.",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","guttery",0,FALSE,NA,NA
541,"RT @littledaisy420: iced coffee ilysm",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","v0_id",2,FALSE,NA,NA
542,"EVERYBODY Coffee Shop",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"web","XhinDong",0,FALSE,NA,NA
543,"RT @Moses_Octo: All you need is Love and more Coffee. Good morning",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"web","96Co_",1,FALSE,NA,NA
544,"RT @Barista_kyo: #coffee #latte #soylatte #thinkcoffee # # # # @ think coffee http://t.co/Hmy9RPRWTZ",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
545,"RT @CleatingChase: My favorite part about fall: Hoodies Leggings Sweatpants Cold nights Football games Uggs Pumpkin coffee",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","__shesaBOSS",26,FALSE,NA,NA
546,"RT @CallieSimon: #Coffee book unveiled in Woman's World, Wellbella, book clubs, via Walmart http://t.co/JpajuOTcV9",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
547,"today I drank 3 cups of coffee, ate a sandwich and now Starbucks. That's really really bad",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emilyy_0526",0,FALSE,NA,NA
548,"RT @Ollininvincible: Top o' the Mornin' to Ye Twitter!!! #coffee ?Thursday",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
549,"RT @kawaiikutie: Sunshine &amp; Rainbows...makes everything alright! http://t.co/iBRTqhAl8s #rainbows #sunshine #mug #sweet #coffee",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
550,"?@sheodd: Iced coffee in the mornings is soo amazing like it's my everyday breakfast pretty bad habit I'm building? that was me senior year",FALSE,"sheodd","8/9/2013 2:36",FALSE,3.65657e+17,3.65663e+17,409736030,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marisaaaa23",1,FALSE,NA,NA
551,"RT @81roja: GOOD MORNING! #coffee",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
552,"RT @MDVcoffee: RT @BarossaDesign: It's definitely a double shot of @MDVcoffee kinda morning #coffee #luxury http://t.co/X4k7aS70U9 &gt; Pourin?",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
553,"no sugar tonight in my coffee, no sugar tonight in my tea",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"web","ukuleola",0,FALSE,NA,NA
554,"RT @cubbieberry: #coffee #Melbourne RT @proudmarycoffee: Drinking mad Kenyan brew @krimper in the city http://t.co/dSmd5TN9Zk",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
555,"RT @davidcmerin: Good morning. Kape! #InstaSize #coffee #holiday #r&amp;r #staycation #instagood #instamood #iphoneasia? http://t.co/FkeLMa23YO",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
556,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReeceCarr",1600,FALSE,NA,NA
557,"RT @MissTrujillo_: #UrthCaff? #niece #sister #datenight #coffee #lemonade #fresh #family @ Urth Caff? http://t.co/OYcCVZHNYK",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
558,"@_Petra_Ral /take the coffee, slowly sip it/ it's good~",FALSE,"_Petra_Ral","8/9/2013 2:36",FALSE,3.65659e+17,3.65663e+17,1530697832,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>","MarcoB_XO",0,FALSE,NA,NA
559,"Breakfast times ? https://t.co/btgY9rTsE7",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","epsimano",0,FALSE,NA,NA
560,"RT @haseebashraff: All ready for Satul #Eid and yes #Coffee http://t.co/KhqSQJZYue",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",2,FALSE,NA,NA
561,"RT @CharleeeGreen: Good Morning. Try lang! Hahaha #topless #vain #mirrorshot #selfie #boxer #ratedspg #coffee #kape? http://t.co/5vZEucCJ1C",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
562,"RT @pnkluv1: Need. More. #coffee. I think I've become immune to its #power. #fading #sotired #cantgotosleepyet. I hear my #bed, its calling?",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
563,"RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PoweredbyBMW",42,FALSE,NA,NA
564,"@abnormile1 hey i mean atleast she had the coffee and not sweet pea's dick",FALSE,"abnormile1","8/9/2013 2:36",FALSE,3.65663e+17,3.65663e+17,588601343,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","taythepotato",0,FALSE,NA,NA
565,"RT @AriAprianti: #brother #morningcoffee #morning #coffee http://t.co/3BdxtCgIdD",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
566,"RT @katiebschenk: #espressoparty Thursdays with @juanchavarin1 #starbucks #coffee #work #hummer #straws http://t.co/kmogKOlExx",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
567,"Doughnuts and coffee for breakfast today. Kinda felt like a fat police officer. Oh the joyyyyy :)",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AymanHazwani",0,FALSE,NA,NA
568,"RT @hytetu: Starbucks Coffee &lt;3 #sc #akari's car #yum #starbucks #coffee #happy #sunglasses #hot http://t.co/VEDCT4EuyN",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
569,"RT @ReversoSmith: What a beautiful mess! #portafilter #coffee #espresso #coffeemachine #barista #baristalife? http://t.co/ZODcTfP22Z",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
570,"RT @EXOFANBASE_: #imagine you make a coffee in the morning,suddenly chanyeol came and hug u in behind, put his chin in ur shoulder and said?",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","K_ownNieysa",15,FALSE,NA,NA
571,"RT @LoveIs4Suckahs: I'm in heaven. #coffeeroll #coffee http://t.co/DMt1TlAdeK",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
572,"I WANT SOME COFFEE ICE CREAM",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BriPerez_",0,FALSE,NA,NA
573,"RT @WorldofCoffeeTV: Dave rocking it with some fresh Piazza D'Oro #coffee and the JURA impressa. http://t.co/iWx9nY9hLt",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
574,"Photo: #truism http://t.co/GxpxtYekza",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","donniecash818",0,FALSE,NA,NA
575,"Sharks and coffee with my dad at 11 at night I can dig it #bonding #SharkWeek",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Julia_F0nseca",0,FALSE,NA,NA
576,"RT @billy_peters67: @Swass_Cheese: You know your coffee addiction is real when you become a night time coffee drinker too. #Coffee yessss",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
577,"RT @kopijobi: #pancakes #coffee #hotdogs = BURRRRP!",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",1,FALSE,NA,NA
578,"If you can afford Starbucks coffee, then you can afford buying an album.",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhoreHey777",0,FALSE,NA,NA
579,"@PistolsAndCuffs @timeTestified",FALSE,"PistolsAndCuffs","8/9/2013 2:36",FALSE,3.65663e+17,3.65663e+17,1656155282,"web","PrinceDirk",0,FALSE,NA,NA
580,"RT @giadacostoli: Top!! #SanFrancisco #California #StarBucks #Coffee http://t.co/NeHrVNH0os",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",2,FALSE,NA,NA
581,"RT @CateDancer24: so wired.... #mountaindew #coffee",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",2,FALSE,NA,NA
582,"RT @DaniCim: some dude just informed me that coffee has 200 chemicals in it and the 26 that were tested cause cancer as he poured himself?",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"web","lovingmyselena",121,FALSE,NA,NA
583,"RT @FaithCycling: @sweetmarias So many choices! #Missions #coffee",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",2,FALSE,NA,NA
584,"RT @HangoutUniverse: Are you a #Programming expert? #Java #Spring #Coffee #XML #JavaScript Then get paid to deliver live, interactive train?",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",2,FALSE,NA,NA
585,"RT @MattySoHot: Treated my momma to Dutch bros! #DutchBros #coffee #smoothie #Caramelizer #Mommy #Fam #SoHot http://t.co/cpRKPdKe0D",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",2,FALSE,NA,NA
586,"RT @Nalvers: #me #design #graphic #designer #love #my #carrear #coffee #nice #l4l #like #follow #awesome #cool #hot? http://t.co/cxaZ0zL60w",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",2,FALSE,NA,NA
587,"What do you spend most of your money on? ? Uhm coffee http://t.co/buV0L5gcQF",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>","SexleyWesley",0,FALSE,NA,NA
588,"Lmao my mum: first you were as dark as a cup of tea now you're gonna become as dark as coffee",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaVieEnRosez",0,FALSE,NA,NA
589,"RT @Swass_Cheese: You know your coffee addiction is real when you become a night time coffee drinker too. #Coffee",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>","coffeers",3,FALSE,NA,NA
590,"Lol RT @alexroehl: Last Google Search: How to drink a cup of coffee laying down",FALSE,"alexroehl","8/9/2013 2:36",FALSE,3.64452e+17,3.65663e+17,33493753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","steph814",0,FALSE,NA,NA
591,"Drank a whole cup of coffee and I'm still tired",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emmaavickk",0,FALSE,NA,NA
592,"Jus chillin with a bowl of chips in my lap at a coffee shop. #nbd http://t.co/4utd5pyMq2",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joyeuxmary",0,FALSE,NA,NA
593,"How much blood for a coffee? Three tablespoons. That's outrageous! Sir, this is Starbucks. Our larger coffees cost a CUP!",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jimmymarks",0,FALSE,NA,NA
594,"A cool date would be skating on saturns rings with you",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","coffee_beanss",2,FALSE,NA,NA
595,"RT @Connie_62: #confessyourunpopularopinion I HATE coffee!!!",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","awinkie21",1,FALSE,NA,NA
596,"U won't sleep u lol RT @KgeeWhite17: A cup of coffee will do",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>","DidiMaaba",0,FALSE,NA,NA
597,"Shit, Organo Gold coffee is way better then Starbucks coffee like holy damn.",FALSE,NA,"8/9/2013 2:36",FALSE,NA,3.65663e+17,NA,"web","JRegis_8",0,FALSE,NA,NA
598,"@Gabriel_Mann Tea or Coffee? #20questions",FALSE,"Gabriel_Mann","8/9/2013 2:36",FALSE,NA,3.65663e+17,142528310,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alltimerach_",0,FALSE,NA,NA
